Employee ID,Department,Work Hours,Training Hours,Absenteeism Rate,Productivity Score,Satisfaction Score,Revenue Generated,Turnover Status
EMP2362,HR,54,19,11.31,89,1.2,5772.75,No
EMP2363,Sales,30,38,14.82,90,4.7,5837.62,No
EMP2364,Sales,21,29,13.08,79,3.2,5124.13,No
EMP2365,Marketing,28,0,5.26,61,2.8,3956.61,No
EMP2366,Sales,53,4,7.82,82,4.0,5318.72,No
EMP2367,Marketing,44,15,14.33,96,4.7,6226.79,No
EMP2368,Finance,23,7,14.11,75,1.0,4864.68,No
EMP2369,Marketing,43,37,7.29,71,4.1,4605.23,No
EMP2370,Marketing,28,13,6.33,87,1.8,5643.03,No
EMP2371,Sales,28,0,13.84,92,2.6,5967.34,No
EMP2372,Sales,29,28,10.81,60,4.6,3891.74,No
EMP2373,Sales,24,19,6.9,64,4.0,4151.19,No
EMP2374,Sales,21,0,7.42,92,2.5,5967.34,Yes
EMP2375,Finance,39,37,2.65,62,4.2,4021.47,No
EMP2376,Finance,57,4,10.02,82,1.6,5318.72,No
EMP2377,Sales,47,28,6.38,86,1.6,5578.17,No
EMP2378,Marketing,50,38,2.72,75,2.6,4864.68,Yes
EMP2379,HR,59,6,13.98,76,2.8,4929.54,No
EMP2380,Finance,47,26,7.98,77,4.3,4994.41,No
EMP2381,IT,36,27,8.86,90,1.1,5837.62,No
EMP2382,Marketing,43,11,7.25,60,1.0,3891.74,No
EMP2383,Sales,31,16,14.9,75,2.2,4864.68,No
EMP2384,Marketing,35,12,2.21,60,4.4,3891.74,No
EMP2385,Finance,55,1,0.48,89,1.3,5772.75,No
EMP2386,Marketing,55,37,14.25,92,4.7,5967.34,No
EMP2387,Finance,42,32,10.32,92,2.9,5967.34,No
EMP2388,Marketing,31,14,11.86,89,4.1,5772.75,Yes
EMP2389,Finance,22,18,5.02,82,4.8,5318.72,No
EMP2390,Finance,22,12,12.65,67,2.4,4345.78,No
EMP2391,Finance,23,5,6.18,96,1.7,6226.79,Yes
EMP2392,IT,22,4,2.12,89,2.7,5772.75,No
EMP2393,HR,40,35,4.78,78,3.0,5059.27,No
EMP2394,Marketing,31,36,1.23,89,1.1,5772.75,No
EMP2395,Marketing,49,33,1.02,78,3.5,5059.27,No
EMP2396,HR,33,37,5.85,74,4.6,4799.82,No
EMP2397,Marketing,54,11,9.12,93,2.8,6032.2,No
EMP2398,Finance,58,0,11.38,89,3.7,5772.75,No
EMP2399,HR,52,25,5.04,65,4.8,4216.06,No
EMP2400,HR,35,37,5.35,70,3.2,4540.37,No
EMP2401,Marketing,34,8,12.23,68,4.1,4410.64,Yes
EMP2402,Marketing,57,9,11.56,81,2.8,5253.86,No
EMP2403,IT,58,32,8.27,80,4.2,5188.99,No
EMP2404,Sales,44,9,9.24,91,1.1,5902.48,No
EMP2405,HR,57,29,11.54,70,2.1,4540.37,No
EMP2406,Marketing,51,10,6.63,85,4.4,5513.3,Yes
EMP2407,Marketing,43,29,9.7,80,3.8,5188.99,No
EMP2408,Finance,46,11,7.78,81,1.2,5253.86,Yes
EMP2409,HR,34,4,1.62,91,4.2,5902.48,No
EMP2410,Finance,59,12,6.39,80,2.6,5188.99,No
EMP2411,Finance,45,4,7.79,98,3.1,6356.52,No
EMP2412,IT,25,3,4.72,95,3.2,6161.93,No
EMP2413,HR,46,11,3.32,60,3.7,3891.74,Yes
EMP2414,Sales,54,15,12.9,60,1.1,3891.74,No
EMP2415,HR,37,5,14.58,86,1.8,5578.17,Yes
EMP2416,Sales,31,32,5.57,70,4.9,4540.37,Yes
EMP2417,Marketing,52,0,7.45,90,3.3,5837.62,No
EMP2418,HR,28,5,13.86,95,2.9,6161.93,No
EMP2419,Finance,20,10,14.14,84,3.1,5448.44,No
EMP2420,IT,34,30,1.63,71,3.1,4605.23,No
EMP2421,Finance,38,36,2.6,66,1.3,4280.92,Yes
EMP2422,IT,34,35,6.96,86,3.7,5578.17,No
EMP2423,HR,40,12,0.62,69,3.3,4475.51,No
EMP2424,Marketing,27,6,0.33,69,4.0,4475.51,No
EMP2425,Sales,56,24,9.65,78,4.8,5059.27,No
EMP2426,IT,29,34,13.34,68,2.4,4410.64,No
EMP2427,Sales,39,6,7.09,95,1.5,6161.93,Yes
EMP2428,Marketing,33,39,2.36,63,3.3,4086.33,No
EMP2429,Marketing,31,10,11.46,66,2.0,4280.92,No
EMP2430,IT,35,24,6.47,62,2.8,4021.47,No
EMP2431,HR,26,39,0.33,72,3.8,4670.09,No
EMP2432,IT,43,8,12.15,95,3.2,6161.93,No
EMP2433,Marketing,35,38,4.71,70,4.2,4540.37,No
EMP2434,Finance,40,15,8.1,78,3.2,5059.27,No
EMP2435,Sales,45,14,7.34,77,3.3,4994.41,No
EMP2436,IT,43,12,11.62,81,4.5,5253.86,No
EMP2437,HR,48,2,10.32,99,3.4,6421.38,No
EMP2438,IT,35,5,6.09,99,4.6,6421.38,No
EMP2439,HR,22,32,14.6,97,1.1,6291.65,No
EMP2440,Sales,55,35,7.35,87,4.1,5643.03,No
EMP2441,Finance,22,27,10.97,72,1.1,4670.09,No
EMP2442,Sales,38,37,14.36,89,1.9,5772.75,No
EMP2443,HR,37,27,13.68,68,2.1,4410.64,No
EMP2444,Finance,43,4,10.67,95,3.0,6161.93,No
EMP2445,Sales,43,0,4.96,63,1.9,4086.33,No
EMP2446,Marketing,39,4,5.81,77,3.0,4994.41,Yes
EMP2447,Marketing,25,17,12.12,94,3.3,6097.07,No
EMP2448,Sales,40,25,1.7,92,3.0,5967.34,No
EMP2449,Finance,56,26,5.21,73,4.8,4734.96,No
EMP2450,Finance,41,31,11.46,73,3.0,4734.96,No
EMP2451,Marketing,31,10,0.97,61,3.3,3956.61,No
EMP2452,HR,55,29,12.0,76,3.4,4929.54,Yes
EMP2453,IT,50,11,14.8,68,1.5,4410.64,No
EMP2454,HR,58,29,4.67,94,2.9,6097.07,Yes
EMP2455,Sales,37,24,10.98,72,3.6,4670.09,No
EMP2456,IT,44,1,14.38,89,4.8,5772.75,No
EMP2457,Finance,23,11,5.14,65,1.3,4216.06,No
EMP2458,Sales,21,12,12.96,60,4.8,3891.74,No
EMP2459,HR,55,7,5.95,69,1.8,4475.51,No
EMP2460,HR,47,16,11.78,94,1.9,6097.07,No
EMP2461,Marketing,53,21,9.58,89,1.1,5772.75,No
EMP2462,IT,42,17,9.01,74,4.5,4799.82,No
EMP2463,Marketing,55,8,4.32,94,3.8,6097.07,Yes
EMP2464,Finance,57,22,13.02,63,4.3,4086.33,No
EMP2465,HR,49,8,10.89,80,4.3,5188.99,No
EMP2466,Sales,58,5,6.96,60,2.9,3891.74,No
EMP2467,IT,48,14,7.77,74,3.2,4799.82,No
EMP2468,Finance,57,30,5.67,67,4.0,4345.78,No
EMP2469,Marketing,26,24,2.61,85,3.7,5513.3,No
EMP2470,Finance,33,5,9.04,93,3.1,6032.2,No
EMP2471,Sales,20,12,1.13,77,5.0,4994.41,No
EMP2472,Sales,45,8,5.33,93,5.0,6032.2,No
EMP2473,Sales,21,15,5.97,76,2.1,4929.54,No
EMP2474,Finance,59,37,10.94,64,1.3,4151.19,Yes
EMP2475,Finance,37,25,6.25,88,4.3,5707.89,Yes
EMP2476,HR,24,16,3.92,73,4.4,4734.96,No
EMP2477,Finance,35,33,5.67,80,1.2,5188.99,Yes
EMP2478,Finance,27,17,10.06,92,1.5,5967.34,No
EMP2479,IT,20,34,5.71,86,3.9,5578.17,No
EMP2480,Marketing,33,4,6.39,88,1.9,5707.89,No
EMP2481,HR,36,0,7.83,98,4.1,6356.52,No
EMP2482,HR,57,21,1.45,89,2.7,5772.75,No
EMP2483,Sales,30,36,11.4,86,1.4,5578.17,No
EMP2484,Sales,55,39,1.62,90,1.7,5837.62,No
EMP2485,Finance,21,39,12.25,69,2.6,4475.51,Yes
EMP2486,Finance,31,26,0.23,60,4.2,3891.74,No
EMP2487,HR,36,11,8.21,92,3.8,5967.34,No
EMP2488,Sales,28,37,0.31,82,3.0,5318.72,No
EMP2489,Finance,45,15,10.37,88,4.3,5707.89,No
EMP2490,Finance,32,20,1.51,72,2.0,4670.09,No
EMP2491,Finance,31,20,0.59,85,3.4,5513.3,No
EMP2492,Finance,29,22,4.18,88,1.0,5707.89,No
EMP2493,HR,42,33,2.53,70,3.7,4540.37,No
EMP2494,Finance,32,39,6.34,73,4.0,4734.96,No
EMP2495,Marketing,55,21,10.43,99,2.4,6421.38,No
EMP2496,Sales,32,34,7.45,97,2.9,6291.65,Yes
EMP2497,Sales,22,10,12.03,63,3.9,4086.33,Yes
EMP2498,Finance,43,18,13.72,85,1.7,5513.3,No
EMP2499,HR,43,20,4.25,84,1.5,5448.44,No
EMP2500,IT,31,29,1.57,75,2.7,4864.68,No
EMP2501,HR,52,38,4.77,63,5.0,4086.33,No
EMP2502,HR,44,10,8.63,88,2.6,5707.89,No
EMP2503,Sales,43,8,3.53,97,1.1,6291.65,No
EMP2504,IT,20,38,3.19,96,1.2,6226.79,No
EMP2505,Finance,49,24,3.44,99,1.5,6421.38,Yes
EMP2506,HR,40,39,7.7,66,2.8,4280.92,No
EMP2507,IT,47,8,10.23,98,2.5,6356.52,No
EMP2508,Sales,39,16,8.58,67,2.5,4345.78,No
EMP2509,Marketing,29,0,5.74,71,4.6,4605.23,No
EMP2510,Finance,28,21,12.2,81,5.0,5253.86,No
EMP2511,Finance,32,15,3.17,80,4.2,5188.99,No
EMP2512,Marketing,35,34,5.58,94,4.3,6097.07,No
EMP2513,Finance,50,23,9.02,95,2.8,6161.93,No
EMP2514,Finance,37,33,10.09,75,4.3,4864.68,No
EMP2515,IT,28,27,9.95,74,1.9,4799.82,No
EMP2516,IT,55,28,2.0,98,3.1,6356.52,No
EMP2517,Finance,35,31,1.99,66,2.5,4280.92,No
EMP2518,IT,33,18,6.19,97,4.8,6291.65,No
EMP2519,Marketing,46,18,2.71,68,5.0,4410.64,Yes
EMP2520,IT,49,13,2.89,95,1.1,6161.93,Yes
EMP2521,HR,49,13,9.37,79,1.0,5124.13,No
EMP2522,Finance,27,15,1.69,61,4.0,3956.61,No
EMP2523,Finance,35,13,3.15,93,4.6,6032.2,Yes
EMP2524,Finance,52,2,10.83,63,2.6,4086.33,No
EMP2525,IT,20,37,1.06,74,3.2,4799.82,No
EMP2526,Sales,30,36,13.43,65,2.7,4216.06,No
EMP2527,Finance,39,5,9.41,95,1.8,6161.93,No
EMP2528,Sales,59,35,11.22,67,4.0,4345.78,Yes
EMP2529,IT,30,13,13.56,77,1.3,4994.41,No
EMP2530,Finance,39,31,6.39,71,3.8,4605.23,No
EMP2531,Marketing,47,36,7.43,70,4.1,4540.37,No
EMP2532,Sales,38,21,4.52,74,3.1,4799.82,No
EMP2533,Marketing,34,36,10.19,82,1.3,5318.72,No
EMP2534,Finance,25,14,4.48,93,1.8,6032.2,No
EMP2535,Marketing,51,13,4.06,62,4.9,4021.47,Yes
EMP2536,HR,36,31,6.09,60,2.1,3891.74,No
EMP2537,Marketing,56,16,4.72,99,4.6,6421.38,No
EMP2538,Marketing,35,24,1.23,73,3.8,4734.96,No
EMP2539,Marketing,25,30,4.6,96,4.5,6226.79,Yes
EMP2540,IT,22,5,0.97,92,3.8,5967.34,No
EMP2541,HR,30,6,8.62,71,3.2,4605.23,No
EMP2542,IT,25,37,4.05,90,4.1,5837.62,No
EMP2543,Finance,49,29,9.34,72,1.1,4670.09,No
EMP2544,Marketing,41,20,3.52,77,3.9,4994.41,No
EMP2545,Marketing,26,29,9.65,91,2.2,5902.48,Yes
EMP2546,HR,43,29,13.69,68,3.6,4410.64,Yes
EMP2547,Sales,28,4,14.34,69,4.3,4475.51,No
EMP2548,Marketing,57,8,14.52,77,1.8,4994.41,No
EMP2549,Sales,32,14,9.66,82,1.0,5318.72,No
EMP2550,HR,22,3,4.0,73,3.0,4734.96,No
EMP2551,Marketing,33,1,11.05,90,4.8,5837.62,No
EMP2552,IT,41,26,4.77,93,1.0,6032.2,No
EMP2553,IT,24,24,13.28,75,2.9,4864.68,No
EMP2554,IT,52,15,4.55,69,1.5,4475.51,No
EMP2555,Marketing,51,33,12.77,91,2.0,5902.48,No
EMP2556,Finance,22,16,14.8,88,3.4,5707.89,No
EMP2557,IT,55,28,5.7,87,4.4,5643.03,No
EMP2558,Finance,46,8,4.94,69,3.7,4475.51,No
EMP2559,Finance,59,35,2.48,66,2.6,4280.92,No
EMP2560,Sales,25,2,1.84,64,3.0,4151.19,No
EMP2561,Marketing,54,3,9.1,61,3.9,3956.61,No
EMP2562,Sales,20,29,5.32,72,1.6,4670.09,No
EMP2563,Sales,22,24,0.0,65,2.7,4216.06,No
EMP2564,HR,43,38,13.43,94,2.1,6097.07,No
EMP2565,Sales,46,17,9.11,65,2.1,4216.06,No
EMP2566,Marketing,56,17,4.39,70,1.5,4540.37,No
EMP2567,Marketing,34,18,12.23,97,4.6,6291.65,No
EMP2568,Finance,31,22,1.69,70,4.3,4540.37,No
EMP2569,Sales,49,19,0.67,70,1.3,4540.37,No
EMP2570,Marketing,47,0,11.28,89,1.8,5772.75,No
EMP2571,IT,48,28,6.04,65,4.3,4216.06,No
EMP2572,Finance,39,11,13.12,97,1.6,6291.65,No
EMP2573,IT,27,20,5.7,79,1.1,5124.13,No
EMP2574,Sales,38,8,10.34,83,2.7,5383.58,No
EMP2575,HR,36,18,6.02,76,3.1,4929.54,No
EMP2576,Marketing,52,11,1.53,83,3.6,5383.58,No
EMP2577,IT,38,29,4.34,80,2.2,5188.99,No
EMP2578,Marketing,49,30,9.71,70,3.3,4540.37,No
EMP2579,Finance,43,0,11.93,83,1.4,5383.58,No
EMP2580,Sales,43,4,5.4,80,3.7,5188.99,No
EMP2581,HR,25,35,3.42,90,1.8,5837.62,No
EMP2582,Finance,21,15,1.91,95,3.3,6161.93,No
EMP2583,Marketing,37,0,12.64,88,4.5,5707.89,Yes
EMP2584,Marketing,41,29,14.07,80,1.0,5188.99,No
EMP2585,Marketing,28,29,13.62,72,1.6,4670.09,No
EMP2586,Finance,27,17,4.4,96,1.8,6226.79,No
EMP2587,IT,59,28,4.7,74,2.2,4799.82,Yes
EMP2588,IT,41,1,13.53,72,3.9,4670.09,Yes
EMP2589,Finance,45,19,11.21,95,1.9,6161.93,Yes
EMP2590,Finance,34,34,9.85,89,3.0,5772.75,No
EMP2591,Finance,20,10,5.0,71,3.0,4605.23,No
EMP2592,HR,30,12,4.01,81,3.1,5253.86,No
EMP2593,IT,58,5,6.67,84,1.9,5448.44,No
EMP2594,Sales,54,31,10.41,63,1.0,4086.33,No
EMP2595,Sales,37,34,3.21,99,1.9,6421.38,No
EMP2596,HR,31,30,7.85,74,4.5,4799.82,No
EMP2597,IT,31,9,8.26,90,4.4,5837.62,Yes
EMP2598,HR,40,31,13.36,62,4.0,4021.47,Yes
EMP2599,Marketing,49,31,6.41,78,2.0,5059.27,No
EMP2600,HR,37,23,6.75,99,3.5,6421.38,No
EMP2601,Sales,26,16,0.14,71,3.1,4605.23,No
EMP2602,HR,40,39,1.99,88,2.5,5707.89,No
EMP2603,IT,49,14,8.02,61,1.7,3956.61,No
EMP2604,Marketing,50,30,9.9,88,3.7,5707.89,No
EMP2605,Sales,32,38,4.83,60,4.3,3891.74,No
EMP2606,Finance,22,30,9.37,87,1.2,5643.03,No
EMP2607,Sales,25,25,3.97,69,2.7,4475.51,No
EMP2608,Finance,42,30,11.57,79,1.5,5124.13,Yes
EMP2609,IT,24,8,1.22,70,2.2,4540.37,No
EMP2610,Finance,38,1,1.16,98,2.6,6356.52,No
EMP2611,Sales,49,35,6.75,83,2.9,5383.58,No
EMP2612,Sales,31,39,8.33,82,1.3,5318.72,Yes
EMP2613,Sales,51,28,7.31,99,1.2,6421.38,No
EMP2614,Finance,26,7,1.99,62,1.2,4021.47,No
EMP2615,Sales,59,2,7.49,60,2.3,3891.74,No
EMP2616,Finance,45,11,12.91,63,4.6,4086.33,No
EMP2617,HR,40,15,0.19,60,1.3,3891.74,No
EMP2618,IT,52,33,9.7,60,4.5,3891.74,Yes
EMP2619,Finance,37,34,10.18,62,2.5,4021.47,No
EMP2620,Sales,28,33,12.64,75,2.2,4864.68,Yes
EMP2621,HR,28,38,14.05,63,2.6,4086.33,No
EMP2622,Sales,51,26,10.91,97,3.0,6291.65,Yes
EMP2623,Sales,59,10,13.9,60,3.5,3891.74,No
EMP2624,Sales,56,17,7.78,60,2.5,3891.74,Yes
EMP2625,IT,56,33,13.49,85,2.3,5513.3,No
EMP2626,Sales,51,3,11.54,94,5.0,6097.07,No
EMP2627,Sales,27,33,13.13,82,4.5,5318.72,No
EMP2628,HR,51,11,7.73,62,4.2,4021.47,No
EMP2629,Sales,20,26,0.62,91,1.2,5902.48,Yes
EMP2630,Sales,31,26,11.68,62,1.5,4021.47,No
EMP2631,IT,40,36,4.66,74,2.1,4799.82,Yes
EMP2632,Marketing,57,21,8.39,67,4.7,4345.78,Yes
EMP2633,IT,58,30,8.8,95,1.3,6161.93,No
EMP2634,Marketing,46,18,1.22,83,1.2,5383.58,No
EMP2635,IT,20,18,3.16,92,1.8,5967.34,No
EMP2636,HR,58,24,10.05,74,3.7,4799.82,No
EMP2637,Sales,49,24,9.48,60,2.5,3891.74,No
EMP2638,IT,59,1,11.07,62,3.1,4021.47,No
EMP2639,Finance,38,39,14.57,88,2.3,5707.89,No
EMP2640,HR,34,39,2.02,64,2.7,4151.19,No
EMP2641,Sales,49,34,1.86,83,3.2,5383.58,No
EMP2642,IT,36,27,6.19,91,2.8,5902.48,No
EMP2643,Marketing,55,39,13.99,82,2.4,5318.72,No
EMP2644,Finance,42,29,2.06,70,4.3,4540.37,No
EMP2645,IT,50,25,5.46,63,1.1,4086.33,No
EMP2646,Marketing,32,20,11.81,95,4.6,6161.93,No
EMP2647,IT,25,3,14.85,88,2.2,5707.89,No
EMP2648,IT,36,9,9.26,64,1.1,4151.19,No
EMP2649,Marketing,24,10,14.31,83,4.7,5383.58,No
EMP2650,Sales,46,17,7.43,67,3.7,4345.78,Yes
EMP2651,Marketing,23,16,4.54,93,3.0,6032.2,No
EMP2652,Sales,30,3,14.66,85,2.0,5513.3,No
EMP2653,Finance,45,2,2.68,67,3.7,4345.78,No
EMP2654,IT,46,29,3.39,83,1.4,5383.58,No
EMP2655,IT,38,17,5.95,78,4.4,5059.27,No
EMP2656,Marketing,40,27,11.1,98,3.0,6356.52,No
EMP2657,IT,46,27,5.56,88,2.3,5707.89,No
EMP2658,Marketing,30,0,7.41,84,4.3,5448.44,No
EMP2659,IT,44,9,7.62,89,4.3,5772.75,No
EMP2660,IT,27,11,0.97,87,4.0,5643.03,No
EMP2661,Marketing,45,32,3.73,63,4.7,4086.33,No
EMP2662,HR,25,2,11.89,66,3.1,4280.92,No
EMP2663,IT,31,6,5.91,97,3.4,6291.65,Yes
EMP2664,Marketing,41,27,3.7,94,2.3,6097.07,No
EMP2665,HR,35,26,6.36,93,1.9,6032.2,No
EMP2666,Finance,37,15,0.64,66,1.6,4280.92,No
EMP2667,IT,34,18,7.08,76,1.6,4929.54,No
EMP2668,IT,52,24,0.51,83,2.7,5383.58,No
EMP2669,Finance,28,15,0.82,86,1.0,5578.17,No
EMP2670,Marketing,57,21,1.56,96,2.7,6226.79,No
EMP2671,Finance,23,38,8.92,75,4.6,4864.68,No
EMP2672,IT,38,7,3.41,61,4.9,3956.61,No
EMP2673,IT,26,19,0.35,63,1.1,4086.33,No
EMP2674,Sales,27,14,9.84,93,1.7,6032.2,No
EMP2675,Sales,47,34,0.66,87,3.6,5643.03,No
EMP2676,HR,28,32,14.13,60,1.9,3891.74,No
EMP2677,HR,32,6,14.14,99,2.8,6421.38,No
EMP2678,Marketing,27,6,11.12,90,2.6,5837.62,No
EMP2679,Finance,31,26,3.39,71,3.6,4605.23,No
EMP2680,Sales,40,12,11.2,63,3.6,4086.33,No
EMP2681,HR,21,33,13.7,84,4.2,5448.44,No
EMP2682,IT,21,33,8.36,76,3.3,4929.54,No
EMP2683,Marketing,40,4,5.53,75,4.9,4864.68,No
EMP2684,Sales,33,19,4.27,73,4.9,4734.96,No
EMP2685,HR,22,2,10.37,62,4.1,4021.47,No
EMP2686,Sales,36,11,7.36,64,2.5,4151.19,No
EMP2687,IT,59,30,11.13,83,1.8,5383.58,Yes
EMP2688,Marketing,52,31,8.59,62,1.8,4021.47,No
EMP2689,IT,44,3,1.63,89,4.2,5772.75,No
EMP2690,Finance,39,6,10.11,91,3.9,5902.48,Yes
EMP2691,IT,37,16,2.04,80,2.1,5188.99,No
EMP2692,Sales,56,4,13.08,79,3.4,5124.13,No
EMP2693,Marketing,38,28,12.69,62,2.2,4021.47,Yes
EMP2694,HR,36,28,4.76,61,2.5,3956.61,No
EMP2695,Sales,21,21,0.05,86,4.4,5578.17,No
EMP2696,Sales,22,34,10.24,93,2.4,6032.2,No
EMP2697,Sales,42,10,12.11,60,2.6,3891.74,No
EMP2698,Marketing,47,30,13.16,71,2.5,4605.23,No
EMP2699,HR,25,39,4.96,82,3.2,5318.72,No
EMP2700,IT,49,10,9.85,64,2.9,4151.19,No
EMP2701,HR,49,27,8.84,72,4.3,4670.09,No
EMP2702,HR,55,18,8.63,68,3.8,4410.64,Yes
EMP2703,Finance,33,31,7.61,68,2.3,4410.64,No
EMP2704,Finance,23,15,9.55,75,1.0,4864.68,No
EMP2705,Marketing,58,23,5.51,87,1.6,5643.03,No
EMP2706,Marketing,42,1,0.18,67,4.6,4345.78,No
EMP2707,Finance,47,35,5.66,78,1.1,5059.27,Yes
EMP2708,Finance,24,20,13.67,97,3.9,6291.65,Yes
EMP2709,Finance,56,18,12.23,83,1.6,5383.58,No
EMP2710,IT,48,2,9.63,83,3.2,5383.58,Yes
EMP2711,Finance,37,26,12.09,60,3.3,3891.74,No
EMP2712,IT,57,5,14.95,76,4.7,4929.54,Yes
EMP2713,Sales,30,35,13.45,86,3.6,5578.17,No
EMP2714,HR,38,35,6.25,96,4.8,6226.79,Yes
EMP2715,Marketing,59,36,0.89,66,4.5,4280.92,No
EMP2716,Finance,41,13,12.16,97,4.8,6291.65,No
EMP2717,HR,38,22,12.04,91,2.9,5902.48,No
EMP2718,HR,41,31,3.42,78,3.0,5059.27,No
EMP2719,Finance,32,21,6.79,74,4.8,4799.82,No
EMP2720,Marketing,26,39,10.72,90,3.8,5837.62,Yes
EMP2721,IT,57,2,0.77,62,4.2,4021.47,No
EMP2722,Marketing,34,5,4.18,92,1.8,5967.34,No
EMP2723,Finance,49,25,14.58,90,3.5,5837.62,No
EMP2724,Finance,20,36,7.79,78,1.3,5059.27,No
EMP2725,HR,42,7,10.57,89,1.8,5772.75,No
EMP2726,Sales,20,17,0.79,96,3.6,6226.79,No
EMP2727,HR,22,28,5.43,68,1.2,4410.64,No
EMP2728,Finance,56,36,5.58,64,4.5,4151.19,No
EMP2729,Sales,21,19,1.79,64,1.1,4151.19,No
EMP2730,Finance,31,34,10.05,85,2.6,5513.3,Yes
EMP2731,IT,29,20,13.52,76,4.7,4929.54,No
EMP2732,Sales,46,20,7.7,65,1.2,4216.06,Yes
EMP2733,Marketing,23,20,4.9,91,3.4,5902.48,No
EMP2734,Marketing,58,13,2.74,87,3.1,5643.03,No
EMP2735,HR,40,21,11.18,96,1.5,6226.79,No
EMP2736,Marketing,26,35,2.2,64,4.6,4151.19,No
EMP2737,Finance,46,32,11.5,86,3.3,5578.17,No
EMP2738,IT,41,15,1.94,89,4.5,5772.75,No
EMP2739,IT,26,36,7.63,69,2.8,4475.51,No
EMP2740,Marketing,51,17,7.67,62,1.6,4021.47,No
EMP2741,Marketing,52,30,9.44,74,4.2,4799.82,No
EMP2742,Marketing,35,32,6.55,93,1.8,6032.2,No
EMP2743,Sales,32,29,0.72,76,1.3,4929.54,No
EMP2744,HR,54,29,14.5,94,4.6,6097.07,No
EMP2745,Finance,42,25,0.75,93,2.1,6032.2,No
EMP2746,Finance,36,31,9.88,89,4.4,5772.75,Yes
EMP2747,HR,55,9,11.31,77,4.0,4994.41,No
EMP2748,Finance,37,30,1.16,84,3.6,5448.44,Yes
EMP2749,IT,35,23,3.4,92,1.2,5967.34,No
EMP2750,IT,59,23,4.99,73,3.7,4734.96,No
EMP2751,IT,39,26,10.06,84,5.0,5448.44,No
EMP2752,Finance,26,32,0.33,83,3.4,5383.58,No
EMP2753,Sales,44,18,11.18,83,4.8,5383.58,No
EMP2754,IT,46,7,0.58,83,1.6,5383.58,No
EMP2755,HR,39,15,13.1,75,3.5,4864.68,Yes
EMP2756,Marketing,42,23,9.94,71,4.4,4605.23,No
EMP2757,IT,24,34,4.51,89,2.1,5772.75,No
EMP2758,IT,53,7,8.47,66,1.7,4280.92,No
EMP2759,Finance,23,17,9.37,70,3.0,4540.37,No
EMP2760,HR,56,9,1.41,74,1.2,4799.82,No
EMP2761,Marketing,52,28,5.63,84,1.1,5448.44,No
EMP2762,Finance,20,35,1.61,84,2.5,5448.44,Yes
EMP2763,Sales,34,3,13.33,85,3.6,5513.3,No
EMP2764,Marketing,22,23,1.92,91,3.8,5902.48,No
EMP2765,Sales,45,18,10.52,74,1.7,4799.82,No
EMP2766,IT,59,37,0.28,76,4.5,4929.54,No
EMP2767,Sales,56,28,6.23,97,2.6,6291.65,Yes
EMP2768,IT,38,22,11.52,93,1.2,6032.2,No
EMP2769,Sales,42,31,3.76,76,5.0,4929.54,No
EMP2770,IT,44,18,11.65,75,3.8,4864.68,No
EMP2771,Marketing,49,27,7.47,65,1.0,4216.06,Yes
EMP2772,Sales,28,29,11.49,62,2.1,4021.47,Yes
EMP2773,Finance,50,35,12.09,63,3.3,4086.33,Yes
EMP2774,Finance,38,23,10.97,88,2.7,5707.89,Yes
EMP2775,IT,58,9,4.11,69,4.8,4475.51,Yes
EMP2776,Finance,23,12,14.01,96,1.8,6226.79,No
EMP2777,Finance,38,19,5.32,97,1.6,6291.65,No
EMP2778,Sales,45,32,0.25,99,1.9,6421.38,No
EMP2779,Finance,31,20,5.2,86,3.7,5578.17,No
EMP2780,HR,45,3,8.91,89,1.5,5772.75,No
EMP2781,IT,34,10,9.57,96,2.9,6226.79,No
EMP2782,Marketing,29,5,7.31,92,4.6,5967.34,No
EMP2783,Sales,38,14,13.55,60,1.5,3891.74,No
EMP2784,Marketing,32,28,12.75,82,1.5,5318.72,No
EMP2785,Sales,47,32,8.53,92,1.6,5967.34,No
EMP2786,HR,24,32,13.81,76,2.2,4929.54,No
EMP2787,Finance,32,13,11.55,66,4.5,4280.92,No
EMP2788,Sales,41,9,8.13,67,2.0,4345.78,No
EMP2789,Finance,45,8,2.4,96,4.5,6226.79,Yes
EMP2790,Finance,27,14,2.55,90,2.8,5837.62,Yes
EMP2791,Finance,38,10,3.53,93,3.9,6032.2,No
EMP2792,HR,47,9,7.92,61,2.8,3956.61,Yes
EMP2793,HR,30,28,1.7,94,1.9,6097.07,No
EMP2794,IT,42,29,3.99,64,1.4,4151.19,No
EMP2795,Finance,54,3,3.01,65,4.1,4216.06,Yes
EMP2796,Marketing,55,25,5.01,80,2.3,5188.99,No
EMP2797,HR,40,32,10.28,69,4.2,4475.51,No
EMP2798,IT,44,30,3.94,62,2.8,4021.47,No
EMP2799,Marketing,27,37,9.39,95,2.0,6161.93,No
EMP2800,Finance,55,1,1.97,66,3.4,4280.92,No
EMP2801,IT,45,31,11.8,73,3.1,4734.96,No
EMP2802,Marketing,26,8,7.4,87,4.0,5643.03,No
EMP2803,IT,48,8,2.97,64,1.3,4151.19,Yes
EMP2804,Marketing,42,21,5.91,87,4.3,5643.03,No
EMP2805,IT,54,34,10.95,67,3.3,4345.78,No
EMP2806,Sales,26,31,2.29,93,3.6,6032.2,No
EMP2807,HR,58,37,5.36,67,3.4,4345.78,Yes
